Reads 100 times per second during 10 seconds (10000 readings)
1. Rotate on X axis, first go down and then go up, finish at the original position
2. Rotate on Y axis, first go left and then go right, finish at the original position
3. Rotate on Z axis, first turn it like it was to touch your right shoulder, then do the
	same for the left shoulder, finish at the original position

%BEGIN%
x = -0.234042, y = 0.202667, z = -0.0206291, w = -0.950644
x = -0.0202269, y = 0.0528484, z = -0.736568, w = 0.673992
x = 0.402291, y = -0.333157, z = 0.631948, w = 0.572547
x = -0.154653, y = 0.155613, z = -0.869906, w = 0.441735
x = 0.350058, y = -0.258324, z = 0.0339852, w = 0.899763
x = -0.391244, y = 0.332926, z = -0.177003, w = -0.839499
x = 0.385329, y = -0.440336, z = 0.71881, w = 0.375418
x = 0.250237, y = -0.341336, z = -0.0969161, w = 0.900821
x = -0.304094, y = 0.501153, z = -0.207093, w = -0.783253
x = 0.221084, y = -0.366404, z = 0.84829, w = -0.311889
x = -0.493397, y = 0.632097, z = -0.583437, w = -0.128894
x = -0.661396, y = 0.640507, z = -0.187607, w = -0.342212
x = 0.665196, y = -0.617728, z = 0.404381, w = -0.111368
x = -0.602111, y = 0.505024, z = 0.475011, w = -0.395952
x = 0.0560509, y = -0.0882822, z = 0.734237, w = -0.670791
x = -0.511841, y = 0.498847, z = 0.00319041, w = 0.6994
x = 0.53343, y = -0.319506, z = -0.776866, w = -0.0992336
x = -0.226762, y = 0.138596, z = 0.936152, w = -0.230193
x = 0.377669, y = -0.31841, z = -0.517313, w = -0.698833
x = 0.0940474, y = -0.0703933, z = -0.940454, w = 0.318976
x = -0.116031, y = 0.15623, z = -0.492855, w = 0.84807
x = 0.139881, y = -0.23494, z = 0.290832, w = -0.916871
x = 0.133813, y = -0.215562, z = -0.958287, w = -0.131576
x = -0.150167, y = 0.281122, z = 0.733301, w = 0.600575
x = 0.0918107, y = -0.151324, z = 0.344834, w = -0.921825
x = 0.0120749, y = -0.00300094, z = -0.999259, w = -0.0364236
x = 0.0454211, y = -0.0673954, z = 0.95162, w = 0.296336
x = 0.0531417, y = 0.0429908, z = -0.36494, w = 0.928518
x = -0.19405, y = 0.138804, z = -0.933288, w = 0.268425
x = -0.330636, y = 0.233899, z = -0.35791, w = -0.841351
x = 0.118684, y = -0.134178, z = 0.848216, w = -0.498438
x = 0.360396, y = -0.241904, z = 0.513381, w = 0.740296
x = -0.363329, y = 0.2366, z = -0.529324, w = -0.729266
x = 0.0286059, y = -0.0665493, z = 0.717128, w = -0.693167
x = -0.235555, y = 0.18001, z = -0.954867, w = 0.0184061
x = -0.23079, y = 0.132079, z = -0.481446, w = -0.835165
x = -0.173581, y = 0.137175, z = -0.94369, w = -0.245971
x = -0.128036, y = 0.104615, z = -0.986131, w = -0.014448
x = 0.0889947, y = 0.0111144, z = -0.0892941, w = 0.991959
x = -0.196763, y = 0.0469994, z = -0.674081, w = -0.710416
x = -0.170215, y = 0.0713931, z = -0.982096, w = -0.0376476
x = -0.112905, y = 0.0478372, z = -0.990426, w = 0.0634097
x = 0.0705742, y = -0.016147, z = 0.994796, w = 0.07169
x = 0.00321454, y = 0.0730147, z = -0.0294988, w = 0.996889
x = -0.0396575, y = 0.0582129, z = 0.40357, w = 0.912233
x = 0.0181786, y = -0.0638118, z = 0.609869, w = -0.78972
x = 0.00898026, y = 0.0599965, z = -0.833498, w = 0.549182
x = -0.0688168, y = 0.00464218, z = 0.504656, w = 0.860561
x = 0.0245535, y = 0.0519548, z = -0.886182, w = -0.45976
x = 0.0431838, y = -0.0899661, z = 0.974832, w = -0.19936
x = -0.0993125, y = 0.0985883, z = -0.987964, w = 0.0659162
x = 0.0267077, y = 0.0399705, z = -0.385149, w = 0.921601
x = -0.131978, y = 0.0924576, z = -0.915807, w = 0.367874
x = 0.209705, y = -0.0838925, z = 0.972627, w = 0.0546195
x = -0.236867, y = 0.0213984, z = -0.522064, w = -0.819076
x = 0.267446, y = -0.0451319, z = 0.93297, w = 0.23665
x = 0.254477, y = -0.0255364, z = 0.95135, w = 0.171822
x = 0.127678, y = -0.037255, z = 0.875618, w = -0.464331
x = -0.162798, y = -0.0748174, z = -0.244713, w = -0.952898
x = 0.178771, y = 0.0787548, z = 0.391809, w = 0.899069
x = -0.171651, y = -0.00960486, z = -0.974259, w = 0.145818
x = 0.0863362, y = 0.0640303, z = -0.208723, w = 0.97205
x = 0.227675, y = -0.0284884, z = 0.963527, w = -0.137723
x = -0.224376, y = 0.0444322, z = -0.962876, w = 0.143353
x = -0.215294, y = -0.0202188, z = -0.373834, w = -0.901936
x = -0.195977, y = -0.0170903, z = -0.356885, w = -0.9132
x = 0.134292, y = 0.0366558, z = 0.0473249, w = 0.989132
x = -0.141072, y = 0.0727911, z = -0.962293, w = 0.22089
x = -0.0434035, y = -0.0614509, z = 0.39144, w = -0.917123
x = 0.149682, y = -0.00103181, z = 0.195531, w = 0.969207
x = 0.225435, y = -0.0985817, z = 0.833419, w = 0.494846
x = -0.170405, y = 0.134028, z = -0.94803, w = 0.232891
x = 0.0980293, y = 0.0322169, z = -0.140907, w = 0.984631
x = 0.202158, y = -0.073943, z = 0.595478, w = 0.773996
x = -0.140119, y = 0.13294, z = -0.96947, w = 0.151068
x = -0.198493, y = 0.0851033, z = -0.758329, w = -0.615057
x = -0.18209, y = 0.0238235, z = -0.43335, w = -0.882317
x = -0.184796, y = 0.0608368, z = -0.980557, w = -0.0256407
x = -0.0494608, y = 0.051517, z = -0.751156, w = 0.65625
x = 0.13691, y = -0.0386136, z = 0.98977, w = 0.0109612
x = 0.0300384, y = 0.0477142, z = -0.584449, w = 0.809469
x = -0.0779927, y = 0.0410656, z = -0.993478, w = 0.0723298
x = 0.109874, y = 0.0312107, z = -0.0170585, w = 0.993309
x = 0.117437, y = 0.0184978, z = 0.219164, w = 0.968418
x = 0.113418, y = 0.0199603, z = 0.170319, w = 0.978637
x = 0.0721873, y = 0.0640777, z = -0.631951, w = 0.768974
x = 0.0576641, y = -0.0574625, z = 0.949059, w = 0.304401
x = -0.112583, y = 0.0216741, z = -0.609256, w = -0.784642
x = -0.0382335, y = 0.0854519, z = -0.961036, w = 0.260089
x = 0.074233, y = -0.0909171, z = 0.948246, w = -0.295048
x = 0.167508, y = -0.034209, z = 0.60174, w = 0.780179
x = 0.182344, y = -0.103066, z = 0.967842, w = 0.139317
x = -0.133475, y = -0.00730459, z = -0.223476, w = -0.9655
x = -0.172244, y = 0.0922565, z = -0.814652, w = -0.546043
x = 0.092772, y = -0.138237, z = 0.975855, w = 0.141388
x = 0.0857453, y = -0.0874193, z = 0.798444, w = 0.589485
x = 0.134699, y = 0.114241, z = -0.687899, w = 0.703988
x = 0.160937, y = 0.120347, z = -0.762215, w = 0.615341
x = -0.00166276, y = -0.097564, z = 0.870327, w = 0.48271
x = 0.00741597, y = -0.114719, z = 0.92979, w = 0.349679
x = -0.0969613, y = -0.123132, z = 0.675019, w = -0.720962
x = 0.0986402, y = 0.113941, z = -0.555726, w = 0.817591
x = -0.100971, y = 0.0478145, z = -0.552767, w = -0.825813
x = -0.127513, y = -0.00313489, z = -0.259634, w = -0.957246
x = 0.0168839, y = 0.132424, z = -0.873949, w = -0.467324
x = -0.16761, y = -0.19348, z = 0.938493, w = -0.231738
x = -0.1938, y = -0.190512, z = 0.904309, w = -0.329199
x = -0.0708895, y = 0.0569067, z = -0.549832, w = -0.830314
x = -0.0816155, y = 0.047372, z = -0.508507, w = -0.855871
x = 0.150233, y = 0.195837, z = -0.953709, w = -0.171807
x = -0.047487, y = -0.145915, z = 0.82367, w = 0.545913
x = 0.0341729, y = 0.138075, z = -0.815558, w = -0.560922
x = 0.250386, y = 0.151934, z = -0.412125, w = 0.862772
x = -0.0843769, y = -0.15862, z = 0.917191, w = 0.355641
x = 0.0238891, y = 0.120928, z = -0.828222, w = -0.546676
x = 0.0367701, y = -0.0822973, z = 0.673081, w = 0.734055
x = -0.148339, y = -0.0133327, z = -0.0587607, w = -0.987099
x = -0.152164, y = -0.126256, z = 0.913413, w = -0.355783
x = -0.0183813, y = -0.102679, z = 0.891604, w = 0.440638
x = -0.131106, y = -0.0416403, z = 0.498353, w = -0.855992
x = 0.0775882, y = -0.049582, z = 0.362107, w = 0.927577
x = 0.0135474, y = 0.092105, z = -0.982809, w = -0.159438
x = -0.0936002, y = -0.0554475, z = 0.5967, w = -0.795056
x = 0.0204774, y = 0.124314, z = -0.980407, w = -0.151421
x = -0.0550171, y = -0.149593, z = 0.981122, w = -0.109519
x = -0.0257723, y = -0.14558, z = 0.973875, w = 0.172364
x = -0.0429581, y = -0.16163, z = 0.984232, w = 0.057602
x = 0.0673076, y = -0.0282983, z = 0.456978, w = 0.886476
x = 0.0299831, y = -0.134922, z = 0.895225, w = 0.423639
x = -0.0346082, y = 0.146881, z = -0.9339, w = -0.324128
x = 0.0275417, y = -0.194587, z = 0.917001, w = -0.347112
x = -0.0255895, y = -0.0154737, z = -0.265275, w = -0.963709
x = -0.0247436, y = 0.148983, z = -0.808165, w = 0.569264
x = 0.012075, y = 0.0394127, z = -0.229358, w = 0.972469
x = -0.0361841, y = -0.00559442, z = 0.398323, w = -0.916514
x = 0.0459936, y = -0.0887126, z = 0.701685, w = 0.705445
x = 0.0229094, y = -0.0126707, z = -0.435434, w = 0.89984
x = 0.00854773, y = -0.0360838, z = 0.106111, w = 0.993663
x = 0.0927634, y = -0.0986281, z = 0.884373, w = -0.446713
x = 0.161912, y = -0.0983922, z = 0.887604, w = -0.419836
x = 0.274506, y = -0.00217314, z = 0.508908, w = -0.815876
x = 0.31597, y = 0.0789614, z = -0.013387, w = -0.945383
x = 0.0465532, y = 0.0971032, z = -0.634288, w = -0.76556
x = 0.38404, y = -0.0086472, z = 0.919197, w = 0.0866862
x = 0.504382, y = 0.0857996, z = 0.687213, w = -0.515728
x = 0.436244, y = 0.0605675, z = 0.867036, w = -0.232962
x = 0.0740934, y = 0.111649, z = -0.544118, w = -0.828239
x = 0.108705, y = -0.0897337, z = 0.855428, w = 0.498371
x = -0.0209728, y = 0.0867603, z = -0.577337, w = -0.811612
x = 0.0726528, y = 0.274294, z = 0.883993, w = -0.371538
x = 0.0977263, y = 0.256375, z = 0.925078, w = 0.262587
x = -0.105584, y = -0.764723, z = -0.200051, w = 0.60335
x = -0.122136, y = -0.656156, z = -0.730238, w = -0.145927
x = 0.0159665, y = -0.620678, z = 0.530855, w = 0.576799
x = 0.116708, y = -0.989415, z = 0.0354839, w = -0.0786035
x = 0.268044, y = -0.711802, z = 0.625048, w = 0.175516
x = 0.129278, y = -0.21171, z = 0.796261, w = 0.551756
x = -0.428784, y = 0.597389, z = -0.300351, w = 0.607503
x = -0.209214, y = 0.354287, z = -0.847785, w = -0.334621
x = 0.23475, y = -0.380231, z = -0.160674, w = -0.880057
x = -0.0770617, y = 0.118919, z = 0.495233, w = 0.857126
x = 0.210629, y = -0.452178, z = 0.714496, w = -0.490578
x = 0.0694871, y = -0.436123, z = 0.714281, w = -0.542929
x = -0.0222254, y = -0.334401, z = 0.181321, w = -0.924557
x = -0.0541127, y = -0.11219, z = -0.352359, w = -0.927539
x = -0.0340102, y = 0.234943, z = -0.937005, w = -0.256254
x = -0.0614795, y = -0.0295796, z = -0.507823, w = -0.858756
x = 0.0368288, y = -0.177502, z = 0.919284, w = 0.349361
x = -0.0267099, y = -0.268408, z = 0.736512, w = -0.620317
x = -0.00968149, y = 0.198122, z = -0.949425, w = -0.243404
x = -0.00677997, y = 0.169526, z = -0.895736, w = -0.410939
x = -0.092232, y = 0.0024248, z = -0.577641, w = -0.81106
x = -0.173448, y = -0.128978, z = -0.168236, w = -0.961757
x = 0.173839, y = 0.261356, z = -0.832523, w = 0.456485
x = -0.0340931, y = -0.163914, z = 0.961664, w = 0.217192
x = -0.0585217, y = -0.195097, z = 0.966022, w = -0.159103
x = -0.0637864, y = 0.0535395, z = -0.668424, w = -0.739104
x = -0.00763343, y = 0.184177, z = -0.959948, w = -0.210999
x = 0.0349596, y = -0.129946, z = 0.853013, w = 0.504242
x = -0.0232517, y = 0.145029, z = -0.871521, w = -0.467844
x = 0.0882833, y = 0.00274261, z = 0.518231, w = 0.850668
x = -0.116173, y = -0.0749041, z = -0.207967, w = -0.96832
x = 0.0266316, y = 0.178797, z = -0.981152, w = 0.0682836
x = -0.0277991, y = 0.139826, z = -0.97646, w = -0.161867
x = 0.0563536, y = 0.0519854, z = 0.098463, w = 0.992183
x = -0.0411521, y = 0.159083, z = -0.98507, w = -0.0513367
x = 0.0700982, y = 0.0261247, z = 0.345984, w = 0.935254
x = 0.0393498, y = -0.138865, z = 0.942965, w = 0.299976
x = 0.0672429, y = -0.0335693, z = 0.590429, w = 0.803583
x = -0.0703483, y = 0.0816801, z = -0.852101, w = -0.512155
%END%
